species,name,HSG,singleton,HSG name
2984530,Pelagibacterium flavum,1082930:0,True,Pelagibacterium:HSG0
290,[Pseudomonas] carboxydohydrogena,1033:1,True,Afipia:HSG1
40137,Afipia carboxidovorans,1033:0,True,Afipia:HSG0
1601,Ligilactobacillus agilis,2767887:5,True,Ligilactobacillus:HSG5
1605,Ligilactobacillus animalis,2767887:0,False,Ligilactobacillus:HSG0
1622,Ligilactobacillus murinus,2767887:0,False,Ligilactobacillus:HSG0
1623,Ligilactobacillus ruminis,2767887:7,True,Ligilactobacillus:HSG7
1624,Ligilactobacillus salivarius,2767887:6,True,Ligilactobacillus:HSG6
89059,Ligilactobacillus acidipiscis,2767887:2,True,Ligilactobacillus:HSG2
228229,Ligilactobacillus saerimneri,2767887:4,True,Ligilactobacillus:HSG4
762833,Ligilactobacillus faecis,2767887:3,True,Ligilactobacillus:HSG3
3050131,Ligilactobacillus cholophilus,2767887:1,True,Ligilactobacillus:HSG1
1401,Paenibacillus lautus,44249:48,True,Paenibacillus:HSG48
1406,Paenibacillus polymyxa,44249:1,False,Paenibacillus:HSG1
1464,Paenibacillus larvae,44249:55,True,Paenibacillus:HSG55
1472,Paenibacillus pabuli,44249:56,True,Paenibacillus:HSG56
44251,Paenibacillus durus,44249:51,True,Paenibacillus:HSG51
44252,Paenibacillus macerans,44249:43,True,Paenibacillus:HSG43
49283,Paenibacillus thiaminolyticus,44249:3,False,Paenibacillus:HSG3
59893,Paenibacillus peoriae,44249:1,False,Paenibacillus:HSG1
61624,Paenibacillus mucilaginosus,44249:33,True,Paenibacillus:HSG33
79263,Paenibacillus chitinolyticus,44249:35,True,Paenibacillus:HSG35
116718,Paenibacillus azoreducens,44249:45,True,Paenibacillus:HSG45
128574,Paenibacillus brasilensis,44249:1,False,Paenibacillus:HSG1
130049,Paenibacillus dendritiformis,44249:3,False,Paenibacillus:HSG3
159743,Paenibacillus terrae,44249:27,True,Paenibacillus:HSG27
160799,Paenibacillus borealis,44249:0,False,Paenibacillus:HSG0
162209,Paenibacillus naphthalenovorans,44249:37,True,Paenibacillus:HSG37
169760,Paenibacillus stellifer,44249:46,True,Paenibacillus:HSG46
171404,Paenibacillus agaridevorans,44249:34,True,Paenibacillus:HSG34
172713,Paenibacillus kribbensis,44249:1,False,Paenibacillus:HSG1
189425,Paenibacillus graminis,44249:54,True,Paenibacillus:HSG54
189426,Paenibacillus odorifer,44249:49,True,Paenibacillus:HSG49
189691,Paenibacillus elgii,44249:22,True,Paenibacillus:HSG22
198119,Paenibacillus barcinonensis,44249:50,True,Paenibacillus:HSG50
248903,Paenibacillus xylanilyticus,44249:47,True,Paenibacillus:HSG47
253703,Paenibacillus antarcticus,44249:44,True,Paenibacillus:HSG44
307580,Paenibacillus woosongensis,44249:28,True,Paenibacillus:HSG28
365617,Paenibacillus sabinae,44249:52,True,Paenibacillus:HSG52
373687,Paenibacillus sonchi,44249:6,False,Paenibacillus:HSG6
375489,Paenibacillus cellulosilyticus,44249:29,True,Paenibacillus:HSG29
414771,Paenibacillus donghaensis,44249:36,True,Paenibacillus:HSG36
483937,Paenibacillus riograndensis,44249:6,False,Paenibacillus:HSG6
521520,Paenibacillus urinalis,44249:17,True,Paenibacillus:HSG17
528191,Paenibacillus xylanexedens,44249:5,False,Paenibacillus:HSG5
539262,Paenibacillus hunanensis,44249:41,True,Paenibacillus:HSG41
562959,Paenibacillus cellulositrophicus,44249:38,True,Paenibacillus:HSG38
682956,Paenibacillus jilunlii,44249:53,True,Paenibacillus:HSG53
1126833,Paenibacillus beijingensis,44249:39,True,Paenibacillus:HSG39
1178515,Paenibacillus swuensis,44249:13,True,Paenibacillus:HSG13
1333845,Paenibacillus sophorae,44249:32,True,Paenibacillus:HSG32
1338368,Paenibacillus lentus,44249:21,True,Paenibacillus:HSG21
1452732,Paenibacillus kyungheensis,44249:2,False,Paenibacillus:HSG2
1462996,Paenibacillus yonginensis,44249:42,True,Paenibacillus:HSG42
1473112,Paenibacillus guangzhouensis,44249:23,True,Paenibacillus:HSG23
1616788,Paenibacillus bovis,44249:40,True,Paenibacillus:HSG40
1712516,Paenibacillus baekrokdamisoli,44249:30,True,Paenibacillus:HSG30
1763538,Paenibacillus crassostreae,44249:24,True,Paenibacillus:HSG24
1778678,Paenibacillus psychroresistens,44249:25,True,Paenibacillus:HSG25
1870820,Paenibacillus ihbetae,44249:11,True,Paenibacillus:HSG11
1873425,Paenibacillus tritici,44249:0,False,Paenibacillus:HSG0
1886670,Paenibacillus nuruki,44249:2,False,Paenibacillus:HSG2
2495582,Paenibacillus albus,44249:19,True,Paenibacillus:HSG19
2509456,Paenibacillus protaetiae,44249:26,True,Paenibacillus:HSG26
2565926,Paenibacillus algicola,44249:14,True,Paenibacillus:HSG14
2704462,Paenibacillus lycopersici,44249:10,True,Paenibacillus:HSG10
2704463,Paenibacillus rhizovicinus,44249:18,True,Paenibacillus:HSG18
2707005,Paenibacillus lutimineralis,44249:12,True,Paenibacillus:HSG12
2726185,Paenibacillus albicereus,44249:31,True,Paenibacillus:HSG31
2810347,Paenibacillus tianjinensis,44249:4,False,Paenibacillus:HSG4
2908839,Paenibacillus hexagrammi,44249:15,True,Paenibacillus:HSG15
2909671,Paenibacillus spongiae,44249:8,True,Paenibacillus:HSG8
2918900,Paenibacillus aurantius,44249:16,True,Paenibacillus:HSG16
2975482,Paenibacillus andongensis,44249:7,True,Paenibacillus:HSG7
3026433,Paenibacillus marchantiae,44249:5,False,Paenibacillus:HSG5
3050112,Paenibacillus polygoni,44249:20,True,Paenibacillus:HSG20
3110539,Paenibacillus silvisoli,44249:9,True,Paenibacillus:HSG9
3242193,Paenibacillus pedocola,44249:4,False,Paenibacillus:HSG4
1930058,Demequina sediminis,577469:1,True,Demequina:HSG1
3075620,Demequina capsici,577469:0,True,Demequina:HSG0
28094,Trinickia caryophylli,2571160:1,True,Trinickia:HSG1
2571746,Trinickia violacea,2571160:0,True,Trinickia:HSG0
1177211,Candidatus Vallotia cooleyia,2018044:1,True,Candidatus Vallotia:HSG1
1177213,Candidatus Vallotia tarda,2018044:2,True,Candidatus Vallotia:HSG2
2018052,Candidatus Vallotia lariciata,2018044:0,True,Candidatus Vallotia:HSG0
92945,Ketogulonicigenium vulgare,92944:0,False,Ketogulonicigenium:HSG0
92947,Ketogulonicigenium robustum,92944:0,False,Ketogulonicigenium:HSG0
1229,Nitrosococcus oceani,1227:0,False,Nitrosococcus:HSG0
133539,Nitrosococcus halophilus,1227:1,False,Nitrosococcus:HSG1
473531,Nitrosococcus watsonii,1227:0,False,Nitrosococcus:HSG0
1814290,Nitrosococcus wardiae,1227:1,False,Nitrosococcus:HSG1
356302,Chitinimonas koreensis,240411:1,True,Chitinimonas:HSG1
2594795,Chitinimonas arctica,240411:0,True,Chitinimonas:HSG0
305,Ralstonia solanacearum,48736:0,False,Ralstonia:HSG0
329,Ralstonia pickettii,48736:2,True,Ralstonia:HSG2
28097,Ralstonia syzygii,48736:0,False,Ralstonia:HSG0
105219,Ralstonia mannitolilytica,48736:0,False,Ralstonia:HSG0
190721,Ralstonia insidiosa,48736:1,True,Ralstonia:HSG1
1310165,Ralstonia pseudosolanacearum,48736:0,False,Ralstonia:HSG0
2842456,Ralstonia wenshanensis,48736:0,False,Ralstonia:HSG0
3037696,Ralstonia nicotianae,48736:0,False,Ralstonia:HSG0
45610,Psychrobacter urativorans,497:4,True,Psychrobacter:HSG4
256326,Psychrobacter arenosus,497:3,True,Psychrobacter:HSG3
261164,Psychrobacter alimentarius,497:2,True,Psychrobacter:HSG2
330922,Psychrobacter cryohalolentis,497:0,False,Psychrobacter:HSG0
334543,Psychrobacter arcticus,497:0,False,Psychrobacter:HSG0
2565531,Psychrobacter raelei,497:1,True,Psychrobacter:HSG1
83263,Aminobacter aminovorans,31988:0,False,Aminobacter:HSG0
83265,Aminobacter niigataensis,31988:0,False,Aminobacter:HSG0
1426,Parageobacillus thermoglucosidasius,1906945:1,True,Parageobacillus:HSG1
81408,Parageobacillus caldoxylosilyticus,1906945:0,False,Parageobacillus:HSG0
153151,Parageobacillus toebii,1906945:0,False,Parageobacillus:HSG0
675281,Aquibium microcysteis,2911176:1,True,Aquibium:HSG1
1670800,Aquibium oceanicum,2911176:0,True,Aquibium:HSG0
938288,Fenollaria massiliensis,1686313:0,False,Fenollaria:HSG0
2811778,Fenollaria sporofastidiosus,1686313:0,False,Fenollaria:HSG0
28141,Cronobacter sakazakii,413496:0,False,Cronobacter:HSG0
413497,Cronobacter dublinensis,413496:0,False,Cronobacter:HSG0
413501,Cronobacter muytjensii,413496:2,True,Cronobacter:HSG2
413503,Cronobacter malonaticus,413496:0,False,Cronobacter:HSG0
535744,Cronobacter universalis,413496:0,False,Cronobacter:HSG0
1163710,Cronobacter condimenti,413496:1,True,Cronobacter:HSG1
42256,Rubrobacter radiotolerans,42255:4,True,Rubrobacter:HSG4
49319,Rubrobacter xylanophilus,42255:3,True,Rubrobacter:HSG3
2051957,Rubrobacter indicoceani,42255:2,True,Rubrobacter:HSG2
2653851,Rubrobacter tropicus,42255:1,True,Rubrobacter:HSG1
2653852,Rubrobacter marinus,42255:0,True,Rubrobacter:HSG0
1282737,Flaviflexus salsibiostraticola,1522056:2,True,Flaviflexus:HSG2
2496867,Flaviflexus ciconiae,1522056:1,True,Flaviflexus:HSG1
2758573,Flaviflexus equikiangi,1522056:0,True,Flaviflexus:HSG0
476,Moraxella bovis,475:9,True,Moraxella:HSG9
478,Moraxella nonliquefaciens,475:11,True,Moraxella:HSG11
480,Moraxella catarrhalis,475:6,True,Moraxella:HSG6
29433,Moraxella ovis,475:10,True,Moraxella:HSG10
34061,Moraxella cuniculi,475:4,True,Moraxella:HSG4
34062,Moraxella osloensis,475:7,True,Moraxella:HSG7
90239,Moraxella canis,475:5,True,Moraxella:HSG5
386891,Moraxella bovoculi,475:8,True,Moraxella:HSG8
2904119,Moraxella haemolytica,475:2,True,Moraxella:HSG2
2904120,Moraxella nasibovis,475:3,True,Moraxella:HSG3
2904121,Moraxella nasovis,475:1,True,Moraxella:HSG1
2904122,Moraxella nasicaprae,475:0,True,Moraxella:HSG0
1829,Rhodococcus rhodochrous,1827:6,False,Rhodococcus:HSG6
1830,Rhodococcus ruber,1827:1,False,Rhodococcus:HSG1
1833,Rhodococcus erythropolis,1827:0,False,Rhodococcus:HSG0
33008,Rhodococcus globerulus,1827:0,False,Rhodococcus:HSG0
37919,Rhodococcus opacus,1827:2,False,Rhodococcus:HSG2
38310,Rhodococcus coprophilus,1827:5,True,Rhodococcus:HSG5
99653,Rhodococcus koreensis,1827:2,False,Rhodococcus:HSG2
103816,Rhodococcus pyridinivorans,1827:6,False,Rhodococcus:HSG6
132919,Rhodococcus jostii,1827:2,False,Rhodococcus:HSG2
191292,Rhodococcus aetherivorans,1827:1,False,Rhodococcus:HSG1
223392,Rhodococcus gordoniae,1827:6,False,Rhodococcus:HSG6
300028,Rhodococcus triatomae,1827:4,True,Rhodococcus:HSG4
334542,Rhodococcus qingshengii,1827:0,False,Rhodococcus:HSG0
1990687,Rhodococcus oxybenzonivorans,1827:2,False,Rhodococcus:HSG2
2811421,Rhodococcus pseudokoreensis,1827:2,False,Rhodococcus:HSG2
2987751,Rhodococcus antarcticus,1827:3,True,Rhodococcus:HSG3
1680,Bifidobacterium adolescentis,1678:14,True,Bifidobacterium:HSG14
1681,Bifidobacterium bifidum,1678:13,True,Bifidobacterium:HSG13
1683,Bifidobacterium angulatum,1678:15,True,Bifidobacterium:HSG15
1684,Bifidobacterium asteroides,1678:16,True,Bifidobacterium:HSG16
1685,Bifidobacterium breve,1678:17,True,Bifidobacterium:HSG17
1686,Bifidobacterium catenulatum,1678:1,False,Bifidobacterium:HSG1
1687,Bifidobacterium coryneforme,1678:12,True,Bifidobacterium:HSG12
1689,Bifidobacterium dentium,1678:6,True,Bifidobacterium:HSG6
1694,Bifidobacterium pseudolongum,1678:10,True,Bifidobacterium:HSG10
28025,Bifidobacterium animalis,1678:9,True,Bifidobacterium:HSG9
28026,Bifidobacterium pseudocatenulatum,1678:1,False,Bifidobacterium:HSG1
33905,Bifidobacterium thermophilum,1678:11,True,Bifidobacterium:HSG11
35760,Bifidobacterium choerinum,1678:4,True,Bifidobacterium:HSG4
77635,Bifidobacterium subtile,1678:5,True,Bifidobacterium:HSG5
78448,Bifidobacterium pullorum,1678:8,True,Bifidobacterium:HSG8
158787,Bifidobacterium scardovii,1678:7,True,Bifidobacterium:HSG7
216816,Bifidobacterium longum,1678:2,True,Bifidobacterium:HSG2
638619,Bifidobacterium actinocoloniiforme,1678:3,True,Bifidobacterium:HSG3
1603886,Bifidobacterium lemurum,1678:0,False,Bifidobacterium:HSG0
1765219,Bifidobacterium eulemuris,1678:0,False,Bifidobacterium:HSG0
986,Flavobacterium johnsoniae,237:42,True,Flavobacterium:HSG42
996,Flavobacterium columnare,237:0,False,Flavobacterium:HSG0
29533,Flavobacterium pectinovorum,237:62,True,Flavobacterium:HSG62
55197,Flavobacterium branchiophilum,237:61,True,Flavobacterium:HSG61
96345,Flavobacterium psychrophilum,237:47,True,Flavobacterium:HSG47
312277,Flavobacterium indicum,237:43,True,Flavobacterium:HSG43
459526,Flavobacterium anhuiense,237:48,True,Flavobacterium:HSG48
683124,Flavobacterium haoranii,237:50,True,Flavobacterium:HSG50
871694,Flavobacterium ginsengisoli,237:30,True,Flavobacterium:HSG30
992289,Flavobacterium nitratireducens,237:57,True,Flavobacterium:HSG57
998845,Flavobacterium jumunjinense,237:49,True,Flavobacterium:HSG49
1114861,Flavobacterium collinsii,237:64,True,Flavobacterium:HSG64
1114867,Flavobacterium plurextorum,237:40,True,Flavobacterium:HSG40
1306518,Flavobacterium keumense,237:59,True,Flavobacterium:HSG59
1306519,Flavobacterium commune,237:33,True,Flavobacterium:HSG33
1310418,Flavobacterium gyeonganense,237:56,True,Flavobacterium:HSG56
1341165,Flavobacterium enshiense,237:55,True,Flavobacterium:HSG55
1355330,Flavobacterium faecale,237:37,True,Flavobacterium:HSG37
1492737,Flavobacterium gilvum,237:44,True,Flavobacterium:HSG44
1563479,Flavobacterium dauae,237:23,True,Flavobacterium:HSG23
1617283,Flavobacterium nitrogenifigens,237:46,True,Flavobacterium:HSG46
1678728,Flavobacterium kingsejongi,237:34,True,Flavobacterium:HSG34
1751056,Flavobacterium ammonificans,237:1,False,Flavobacterium:HSG1
1751095,Flavobacterium ammoniigenes,237:1,False,Flavobacterium:HSG1
1763534,Flavobacterium crassostreae,237:45,True,Flavobacterium:HSG45
1784713,Flavobacterium arcticum,237:21,True,Flavobacterium:HSG21
1871076,Flavobacterium azooxidireducens,237:39,True,Flavobacterium:HSG39
2024526,Flavobacterium sediminilitoris,237:51,True,Flavobacterium:HSG51
2038737,Flavobacterium ardleyense,237:63,True,Flavobacterium:HSG63
2162713,Flavobacterium magnum,237:52,True,Flavobacterium:HSG52
2172098,Flavobacterium pallidum,237:16,True,Flavobacterium:HSG16
2175091,Flavobacterium album,237:35,True,Flavobacterium:HSG35
2183896,Flavobacterium crocinum,237:41,True,Flavobacterium:HSG41
2201181,Flavobacterium sediminis,237:53,True,Flavobacterium:HSG53
2249356,Flavobacterium fluviale,237:54,True,Flavobacterium:HSG54
2294119,Flavobacterium psychrotrophum,237:25,True,Flavobacterium:HSG25
2502784,Flavobacterium cerinum,237:20,True,Flavobacterium:HSG20
2518177,Flavobacterium sangjuense,237:19,True,Flavobacterium:HSG19
2547394,Flavobacterium nackdongense,237:58,True,Flavobacterium:HSG58
2602769,Flavobacterium alkalisoli,237:32,True,Flavobacterium:HSG32
2654843,Flavobacterium panici,237:9,True,Flavobacterium:HSG9
2704140,Flavobacterium bizetiae,237:31,True,Flavobacterium:HSG31
2748320,Flavobacterium inviolabile,237:60,True,Flavobacterium:HSG60
2816357,Flavobacterium endoglycinae,237:27,True,Flavobacterium:HSG27
2830782,Flavobacterium okayamense,237:24,True,Flavobacterium:HSG24
2856519,Flavobacterium litorale,237:28,True,Flavobacterium:HSG28
2870839,Flavobacterium agricola,237:36,True,Flavobacterium:HSG36
2893883,Flavobacterium acetivorans,237:26,True,Flavobacterium:HSG26
2893884,Flavobacterium flavipigmentatum,237:13,True,Flavobacterium:HSG13
2893885,Flavobacterium cupriresistens,237:29,True,Flavobacterium:HSG29
2893886,Flavobacterium galactosidilyticum,237:14,True,Flavobacterium:HSG14
2895947,Flavobacterium cyclinae,237:22,True,Flavobacterium:HSG22
2897181,Flavobacterium channae,237:17,True,Flavobacterium:HSG17
2906076,Flavobacterium covae,237:0,False,Flavobacterium:HSG0
2906078,Flavobacterium oreochromis,237:6,True,Flavobacterium:HSG6
2937442,Flavobacterium humidisoli,237:12,True,Flavobacterium:HSG12
3002900,Flavobacterium praedii,237:38,True,Flavobacterium:HSG38
3003256,Flavobacterium marginilacus,237:11,True,Flavobacterium:HSG11
3003257,Flavobacterium aestivum,237:5,True,Flavobacterium:HSG5
3003258,Flavobacterium flavigenum,237:10,True,Flavobacterium:HSG10
3003259,Flavobacterium luteolum,237:2,True,Flavobacterium:HSG2
3003260,Flavobacterium gelatinilyticum,237:15,True,Flavobacterium:HSG15
3003261,Flavobacterium aquiphilum,237:18,True,Flavobacterium:HSG18
3003262,Flavobacterium limnophilum,237:7,True,Flavobacterium:HSG7
3003263,Flavobacterium eburneipallidum,237:8,True,Flavobacterium:HSG8
3016339,Flavobacterium lacustre,237:4,True,Flavobacterium:HSG4
3034146,Flavobacterium panacagri,237:3,True,Flavobacterium:HSG3
821,Phocaeicola vulgatus,909656:3,True,Phocaeicola:HSG3
357276,Phocaeicola dorei,909656:2,True,Phocaeicola:HSG2
376805,Phocaeicola salanitronis,909656:1,True,Phocaeicola:HSG1
387090,Phocaeicola coprophilus,909656:0,True,Phocaeicola:HSG0
83655,Leclercia adecarboxylata,83654:1,True,Leclercia:HSG1
2815358,Leclercia pneumoniae,83654:0,True,Leclercia:HSG0
355243,Amphritea atlantica,515417:1,True,Amphritea:HSG1
452627,Amphritea japonica,515417:0,True,Amphritea:HSG0
1416779,Epilithonimonas zeae,2782229:1,True,Epilithonimonas:HSG1
2487072,Epilithonimonas vandammei,2782229:0,True,Epilithonimonas:HSG0
182640,Kribbella flavida,182639:1,True,Kribbella:HSG1
1544730,Kribbella qitaiheensis,182639:0,True,Kribbella:HSG0
106,Runella slithyformis,105:1,True,Runella:HSG1
2259595,Runella rosea,105:0,True,Runella:HSG0
1541,Terrisporobacter mayombei,1505652:0,False,Terrisporobacter:HSG0
1460447,Terrisporobacter petrolearius,1505652:0,False,Terrisporobacter:HSG0
2813371,Terrisporobacter hibernicus,1505652:0,False,Terrisporobacter:HSG0
247333,Serinicoccus marinus,265976:0,False,Serinicoccus:HSG0
767452,Serinicoccus chungangensis,265976:2,True,Serinicoccus:HSG2
1078471,Serinicoccus profundi,265976:1,True,Serinicoccus:HSG1
1758689,Serinicoccus hydrothermalis,265976:0,False,Serinicoccus:HSG0
1358,Lactococcus lactis,1357:1,False,Lactococcus:HSG1
1359,Lactococcus cremoris,1357:1,False,Lactococcus:HSG1
1363,Lactococcus garvieae,1357:2,False,Lactococcus:HSG2
1364,Lactococcus piscium,1357:0,False,Lactococcus:HSG0
1366,Lactococcus raffinolactis,1357:3,True,Lactococcus:HSG3
1151742,Lactococcus taiwanensis,1357:5,True,Lactococcus:HSG5
1281486,Lactococcus formosensis,1357:2,False,Lactococcus:HSG2
1940789,Lactococcus petauri,1357:2,False,Lactococcus:HSG2
2419773,Lactococcus allomyrinae,1357:6,True,Lactococcus:HSG6
2592653,Lactococcus protaetiae,1357:4,True,Lactococcus:HSG4
2749961,Lactococcus carnosus,1357:0,False,Lactococcus:HSG0
2749962,Lactococcus paracarnosus,1357:0,False,Lactococcus:HSG0
1563,Desulfosporosinus orientis,79206:2,True,Desulfosporosinus:HSG2
79209,Desulfosporosinus meridiei,79206:1,True,Desulfosporosinus:HSG1
885581,Desulfosporosinus acidiphilus,79206:0,True,Desulfosporosinus:HSG0
1648,Erysipelothrix rhusiopathiae,1647:0,False,Erysipelothrix:HSG0
225084,Erysipelothrix inopinata,1647:2,True,Erysipelothrix:HSG2
1514105,Erysipelothrix larvae,1647:1,True,Erysipelothrix:HSG1
2485784,Erysipelothrix piscisicarius,1647:0,False,Erysipelothrix:HSG0
2890314,Erysipelothrix enhydrae,1647:0,False,Erysipelothrix:HSG0
2929157,Erysipelothrix amsterdamensis,1647:0,False,Erysipelothrix:HSG0
1379,Gemella haemolysans,1378:2,True,Gemella:HSG2
29391,Gemella morbillorum,1378:1,True,Gemella:HSG1
84135,Gemella sanguinis,1378:0,True,Gemella:HSG0
2594883,Radiobacillus deserti,2785518:0,False,Radiobacillus:HSG0
2844358,Radiobacillus kanasensis,2785518:0,False,Radiobacillus:HSG0
1868589,Phreatobacter cathodiphilus,1632780:1,True,Phreatobacter:HSG1
1940610,Phreatobacter stygius,1632780:0,True,Phreatobacter:HSG0
849,Fusobacterium gonidiaformans,848:5,True,Fusobacterium:HSG5
850,Fusobacterium mortiferum,848:4,True,Fusobacterium:HSG4
851,Fusobacterium nucleatum,848:0,False,Fusobacterium:HSG0
856,Fusobacterium varium,848:1,False,Fusobacterium:HSG1
859,Fusobacterium necrophorum,848:6,True,Fusobacterium:HSG6
860,Fusobacterium periodonticum,848:0,False,Fusobacterium:HSG0
861,Fusobacterium ulcerans,848:1,False,Fusobacterium:HSG1
76857,Fusobacterium polymorphum,848:0,False,Fusobacterium:HSG0
76859,Fusobacterium animalis,848:2,True,Fusobacterium:HSG2
155615,Fusobacterium vincentii,848:0,False,Fusobacterium:HSG0
285729,Fusobacterium canifelinum,848:0,False,Fusobacterium:HSG0
1583098,Fusobacterium hwasookii,848:0,False,Fusobacterium:HSG0
2663009,Fusobacterium pseudoperiodonticum,848:0,False,Fusobacterium:HSG0
2764326,Fusobacterium hominis,848:3,True,Fusobacterium:HSG3
74031,Roseovarius tolerans,74030:3,True,Roseovarius:HSG3
215743,Roseovarius mucosus,74030:5,True,Roseovarius:HSG5
337701,Roseovarius pacificus,74030:2,True,Roseovarius:HSG2
540747,Roseovarius indicus,74030:4,True,Roseovarius:HSG4
2494550,Roseovarius faecimaris,74030:1,True,Roseovarius:HSG1
2980108,Roseovarius pelagicus,74030:0,True,Roseovarius:HSG0
60890,Phaeobacter gallaeciensis,302485:0,False,Phaeobacter:HSG0
221822,Phaeobacter inhibens,302485:0,False,Phaeobacter:HSG0
1580596,Phaeobacter piscinae,302485:0,False,Phaeobacter:HSG0
1844006,Phaeobacter porticola,302485:0,False,Phaeobacter:HSG0
37927,Sinomonas atrocyanea,596707:0,False,Sinomonas:HSG0
322009,Sinomonas cyclohexanicum,596707:0,False,Sinomonas:HSG0
1404,Priestia megaterium,2800373:0,False,Priestia:HSG0
86664,Priestia flexa,2800373:0,False,Priestia:HSG0
284581,Priestia koreensis,2800373:2,True,Priestia:HSG2
412384,Priestia aryabhattai,2800373:0,False,Priestia:HSG0
1402861,Priestia filamentosa,2800373:1,True,Priestia:HSG1
48076,Marinobacterium iners,48075:2,True,Marinobacterium:HSG2
420402,Marinobacterium rhizophilum,48075:3,True,Marinobacterium:HSG3
518898,Marinobacterium sediminicola,48075:1,True,Marinobacterium:HSG1
1821621,Marinobacterium aestuarii,48075:0,True,Marinobacterium:HSG0
562,Escherichia coli,561:0,False,Escherichia:HSG0
564,Escherichia fergusonii,561:0,False,Escherichia:HSG0
208962,Escherichia albertii,561:0,False,Escherichia:HSG0
1499973,Escherichia marmotae,561:0,False,Escherichia:HSG0
2681469,Chlamydiifrater phoenicopteri,2822114:0,False,Chlamydiifrater:HSG0
2681470,Chlamydiifrater volucris,2822114:0,False,Chlamydiifrater:HSG0
94254,Dyadobacter fermentans,120831:2,True,Dyadobacter:HSG2
2747268,Dyadobacter sandarakinus,120831:3,True,Dyadobacter:HSG3
2906443,Dyadobacter fanqingshengii,120831:4,True,Dyadobacter:HSG4
2906456,Dyadobacter chenwenxiniae,120831:1,True,Dyadobacter:HSG1
2909339,Dyadobacter chenhuakuii,120831:0,True,Dyadobacter:HSG0
28447,Clavibacter michiganensis,1573:0,False,Clavibacter:HSG0
31963,Clavibacter nebraskensis,1573:0,False,Clavibacter:HSG0
31964,Clavibacter sepedonicus,1573:0,False,Clavibacter:HSG0
1401995,Clavibacter californiensis,1573:0,False,Clavibacter:HSG0
1734031,Clavibacter phaseoli,1573:0,False,Clavibacter:HSG0
1874630,Clavibacter capsici,1573:0,False,Clavibacter:HSG0
2768071,Clavibacter zhangzhiyongii,1573:0,False,Clavibacter:HSG0
106592,Ensifer adhaerens,106591:0,False,Ensifer:HSG0
555315,Ensifer canadensis,106591:0,False,Ensifer:HSG0
614,Serratia liquefaciens,613:0,False,Serratia:HSG0
615,Serratia marcescens,613:1,False,Serratia:HSG1
618,Serratia odorifera,613:3,True,Serratia:HSG3
28151,Serratia proteamaculans,613:0,False,Serratia:HSG0
42906,Serratia entomophila,613:0,False,Serratia:HSG0
47917,Serratia fonticola,613:6,True,Serratia:HSG6
61651,Serratia ficaria,613:0,False,Serratia:HSG0
61652,Serratia rubidaea,613:5,True,Serratia:HSG5
82996,Serratia plymuthica,613:0,False,Serratia:HSG0
137545,Serratia quinivorans,613:0,False,Serratia:HSG0
138074,Serratia symbiotica,613:2,True,Serratia:HSG2
300181,Serratia ureilytica,613:1,False,Serratia:HSG1
458197,Serratia nematodiphila,613:1,False,Serratia:HSG1
2338073,Serratia inhibens,613:0,False,Serratia:HSG0
2597702,Serratia rhizosphaerae,613:4,True,Serratia:HSG4
2703794,Serratia nevei,613:1,False,Serratia:HSG1
2741499,Serratia surfactantfaciens,613:1,False,Serratia:HSG1
3020826,Serratia sarumanii,613:1,False,Serratia:HSG1
2116,Malacoplasma iowae,2791001:1,True,Malacoplasma:HSG1
28227,Malacoplasma penetrans,2791001:0,True,Malacoplasma:HSG0
60137,Sulfitobacter pontiacus,60136:5,True,Sulfitobacter:HSG5
83219,Sulfitobacter mediterraneus,60136:3,True,Sulfitobacter:HSG3
218673,Sulfitobacter dubius,60136:0,False,Sulfitobacter:HSG0
225422,Sulfitobacter indolifex,60136:0,False,Sulfitobacter:HSG0
1775881,Sulfitobacter faviae,60136:4,True,Sulfitobacter:HSG4
1917485,Sulfitobacter alexandrii,60136:1,True,Sulfitobacter:HSG1
2829501,Sulfitobacter albidus,60136:2,True,Sulfitobacter:HSG2
53399,Hyphomicrobium denitrificans,81:1,True,Hyphomicrobium:HSG1
1427356,Hyphomicrobium nitrativorans,81:0,True,Hyphomicrobium:HSG0
395631,Phytobacter diazotrophicus,447792:0,False,Phytobacter:HSG0
1972431,Phytobacter ursingii,447792:0,False,Phytobacter:HSG0
151416,Bosea vestrisii,85413:2,True,Bosea:HSG2
1526658,Bosea vaviloviae,85413:1,True,Bosea:HSG1
3068632,Bosea beijingensis,85413:0,True,Bosea:HSG0
1397,Niallia circulans,2837506:1,True,Niallia:HSG1
2499688,Niallia taxi,2837506:0,True,Niallia:HSG0
940614,Granulicella mallensis,940557:1,True,Granulicella:HSG1
940615,Granulicella tundricola,940557:0,True,Granulicella:HSG0
1299,Deinococcus radiodurans,1298:18,True,Deinococcus:HSG18
32062,Deinococcus radiophilus,1298:12,True,Deinococcus:HSG12
55148,Deinococcus proteolyticus,1298:13,True,Deinococcus:HSG13
57497,Deinococcus radiopugnans,1298:15,True,Deinococcus:HSG15
68909,Deinococcus geothermalis,1298:11,True,Deinococcus:HSG11
200252,Deinococcus aetherius,1298:19,True,Deinococcus:HSG19
309887,Deinococcus maricopensis,1298:17,True,Deinococcus:HSG17
310783,Deinococcus deserti,1298:14,True,Deinococcus:HSG14
317577,Deinococcus ficus,1298:5,True,Deinococcus:HSG5
